id,name,agency_name,position_title_1,position_title_2,position_title_3,grade_level,start_date,end_date,former_org_name,former_org_role,former_org_description,financial_disclosure_url,departed,story_text,story_block,source_url
924,Rex W. Tillerson,State,Secretary of State,,,"$153,800-$210,700",2/1/17,3/13/18,Exxon Mobil Corporation,compensation_source,"Chairman, Chief Executive Officer",https://www.documentcloud.org/documents/3766821-Tillerson-Rex-W.html,TRUE,"Was the CEO of Exxon Mobil and recently fired as Trump's Secretary of State. He has ties with an executive of Russia state oil company Rosneft as well as Russian president Vladmir Putin. During his time at Exxon, the energy giant sponsored climate change deniers.",TRUE,Warren Report Card
925,Danny Ray Brouillette,Energy,Deputy Secretary of Energy,,,,,,USAA,compensation_source,Salary and bonus received for services as a Senior Vice President.,https://www.documentcloud.org/documents/3766824-Brouillette-Danny-R.html,,,,Warren Report Card
926,John Francis Kelly,White House Office,Chief of Staff,,,,,,DynCorp International,compensation_source,Advisor on military defense issues,https://www.documentcloud.org/documents/3766833-Kelly-John-F.html,TRUE,,,https://www.propublica.org/article/how-you-can-use-trump-town
927,John Francis Kelly,White House Office,Chief of Staff,,,,,,DC Capital Partners,compensation_source,Board Member,https://www.documentcloud.org/documents/3766833-Kelly-John-F.html,TRUE,,,https://www.propublica.org/article/how-you-can-use-trump-town
928,John Francis Kelly,White House Office,Chief of Staff,,,,,,Flatter & Associates,compensation_source,Independent Contractor/Senior Fellow (Flatter & Associates contracts with the National Defense University (NDU) to provide Senior Fellows to NDU classes.),https://www.documentcloud.org/documents/3766833-Kelly-John-F.html,TRUE,,,https://www.propublica.org/article/how-you-can-use-trump-town
931,Jeffrey Adam Rosen,Transportation,Senior Advisor to the Secretary,Deputy Secretary of Transportation,,,4/3/17,,Kirkland & Ellis LLP and Kirkland & Ellis International,compensation_source,provision of legal services to clients,https://www.documentcloud.org/documents/3766816-Rosen-Jeffrey-A.html,,A lawyer who had represented airline groups and automakers GM and Hyundai. Had testified as general counsel for the Transportation department under George W. Bush that he had helped terminate 180 potential regulatory rules. ,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
932,Jeffrey Adam Rosen,Transportation,Senior Advisor to the Secretary,Deputy Secretary of Transportation,,,4/3/17,,Cargo Airline Assn,compensation_source,legal services to law firm client,https://www.documentcloud.org/documents/3766816-Rosen-Jeffrey-A.html,,A lawyer who had represented airline groups and automakers GM and Hyundai. Had testified as general counsel for the Transportation department under George W. Bush that he had helped terminate 180 potential regulatory rules. ,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
933,Jeffrey Adam Rosen,Transportation,Senior Advisor to the Secretary,Deputy Secretary of Transportation,,,4/3/17,,BNSF Railway Company,compensation_source,legal services to law firm client,https://www.documentcloud.org/documents/3766816-Rosen-Jeffrey-A.html,,A lawyer who had represented airline groups and automakers GM and Hyundai. Had testified as general counsel for the Transportation department under George W. Bush that he had helped terminate 180 potential regulatory rules. ,,https://www.nytimes.com/interactive/2017/07/11/business/conflicts-trump-regulation-rollback-team.html
936,Steven T. Mnuchin,Treasury,Secretary of the Treasury,,,,2/13/17,,CIT Bank N.A.,compensation_source,Chairman and Director,https://www.documentcloud.org/documents/3766837-Mnuchin-Steven-T.html,,"Currently Secretary Treasury, Mnuchin bought the IndyMac bank (renamed OneWest) after the 2008 financial crisis, spearheading it to become a ""leader"" in foreclosing the homes of thousands who fell behind on their loan payments. President Trump gave Mnuchin the power to ""restructure major provisions"" of the Dodd-Frank Act, which had sought to reign in Wall Street after the financial crisis.",TRUE,Warren Report Card
937,Steven T. Mnuchin,Treasury,Secretary of the Treasury,,,,2/13/17,,Dune Capital Management GP LLC - Dune Capital Management LP,compensation_source,Chairman and CEO,https://www.documentcloud.org/documents/3766837-Mnuchin-Steven-T.html,,"Currently Secretary Treasury, Mnuchin bought the IndyMac bank (renamed OneWest) after the 2008 financial crisis, spearheading it to become a ""leader"" in foreclosing the homes of thousands who fell behind on their loan payments. President Trump gave Mnuchin the power to ""restructure major provisions"" of the Dodd-Frank Act, which had sought to reign in Wall Street after the financial crisis.",TRUE,Warren Report Card
938,Steven T. Mnuchin,Treasury,Secretary of the Treasury,,,,2/13/17,,SHM Investments LLC - Dune Capital Management LP,compensation_source,Managing member,https://www.documentcloud.org/documents/3766837-Mnuchin-Steven-T.html,,"Currently Secretary Treasury, Mnuchin bought the IndyMac bank (renamed OneWest) after the 2008 financial crisis, spearheading it to become a ""leader"" in foreclosing the homes of thousands who fell behind on their loan payments. President Trump gave Mnuchin the power to ""restructure major provisions"" of the Dodd-Frank Act, which had sought to reign in Wall Street after the financial crisis.",TRUE,Warren Report Card
943,Robert Emmet Lighthizer,U.S. Trade Representative,U.S. Trade Representative,,,,5/11/17,,United States Steel Corporation,compensation_source,"legal representation (client of Skadden, Arps, Slate, Meagher & Flom LLC)",https://www.documentcloud.org/documents/3766848-Lighthizer-Robert-E.html,,"The U.S. Trade Representative was former partner of Skadden Arps, representing U.S. Steel.",,Warren Report Card
944,Robert Emmet Lighthizer,U.S. Trade Representative,U.S. Trade Representative,,,,5/11/17,,"Skadden, Arps, Slate, Meagher & Flom LLP",compensation_source,law firm partner,https://www.documentcloud.org/documents/3766848-Lighthizer-Robert-E.html,,"The U.S. Trade Representative was former partner of Skadden Arps, representing U.S. Steel.",,Warren Report Card
945,George David Banks,White House Office,"Special Assistant to the President for International Energy and Environment, National Economic Council",,,"$140,000 ",2/16/17,2/13/18,American Council for Capital Formation,compensation_source,,https://www.documentcloud.org/documents/3883204-Banks-George-David.html,,"Has lobbied for American Council for Capital Formation, a business group that opposes environmental regulations.",,Warren Report Card
946,George David Banks,White House Office,"Special Assistant to the President for International Energy and Environment, National Economic Council",,,"$140,000 ",2/16/17,2/13/18,American Council for Capital Formation,compensation_source,,https://www.documentcloud.org/documents/3883204-Banks-George-David.html,,"Has lobbied for American Council for Capital Formation, a business group that opposes environmental regulations.",,Warren Report Card
947,George David Banks,White House Office,"Special Assistant to the President for International Energy and Environment, National Economic Council",,,"$140,000 ",2/16/17,2/13/18,R Street Institute,compensation_source,Policy analyst/Senior Fellow - 2015 payment for contract work from previous year,https://www.documentcloud.org/documents/3883204-Banks-George-David.html,,"Has lobbied for American Council for Capital Formation, a business group that opposes environmental regulations.",,Warren Report Card
949,Mira Radielovic Ricardel,White House Office,Associate Director for Presidential Personnel,,,,1/22/17,,M.Ricardel LLC,compensation_source,International and Defense Consulting,https://www.documentcloud.org/documents/3883208-Ricardel-Mira-N.html,,"Ricardel was vice president of Boeing, one of the largest recipients of federal defense contracts. ",,Warren Report Card
950,Mira Radielovic Ricardel,White House Office,Associate Director for Presidential Personnel,,,,1/22/17,,Boeing Company,compensation_source,Vice President,https://www.documentcloud.org/documents/3883208-Ricardel-Mira-N.html,,"Ricardel was vice president of Boeing, one of the largest recipients of federal defense contracts. ",,Warren Report Card
951,Mira Radielovic Ricardel,White House Office,Associate Director for Presidential Personnel,,,,1/22/17,,"Trump for America, Inc.",compensation_source,Consultant--Client of M. Ricardel LLC,https://www.documentcloud.org/documents/3883208-Ricardel-Mira-N.html,,"Ricardel was vice president of Boeing, one of the largest recipients of federal defense contracts. ",,Warren Report Card
953,Anthony Scaramucci,White House Office,Communications Director,,,,8/15/17,8/31/17,"SkyBridge Capital II, LLC",compensation_source,Managing partner,https://www.documentcloud.org/documents/3911575-Scaramucci-Anthony.html,TRUE,,,
954,Anthony Scaramucci,White House Office,Communications Director,,,,8/15/17,8/31/17,"Fox News Network, LLC",compensation_source,Contributor to business news show,https://www.documentcloud.org/documents/3911575-Scaramucci-Anthony.html,TRUE,,,
955,Wilbur L. Ross,Commerce,Secretary of Commerce,,,"$153,800-$210,700",2/27/17,,Invesco Ltd.,compensation_source,CEO of Private Equity Groups division with company. Receives his salary and bonus from Invesco Group Services.,https://www.documentcloud.org/documents/3766817-Ross-Wilbur-L.html,,"Currently Commerce Secretary, Ross is a billionaire investor who was dubbed the ""king of bankruptcy"" for buying troubled companies for cheap and then selling them for profit.",TRUE,Warren Report Card
956,Wilbur L. Ross,Commerce,Secretary of Commerce,,,"$153,800-$210,700",2/27/17,,ArcelorMittal,compensation_source,Independent Director on the Board of Directors.,https://www.documentcloud.org/documents/3766817-Ross-Wilbur-L.html,,"Currently Commerce Secretary, Ross is a billionaire investor who was dubbed the ""king of bankruptcy"" for buying troubled companies for cheap and then selling them for profit.",TRUE,Warren Report Card
957,David L. Bernhardt,Interior,Deputy Secretary of the Interior,,,,7/25/17,,"Brownstein Hyatt Farber Schreck, LLP",compensation_source,Legal services,https://www.documentcloud.org/documents/3766823-Bernhardt-David-L.html,,Lobbied for mining clients such as the Rosemont Copper Company. ,,Warren Report Card
958,David L. Bernhardt,Interior,Deputy Secretary of the Interior,,,,7/25/17,,Targa Resources Company LLC,compensation_source,Legal services,https://www.documentcloud.org/documents/3766823-Bernhardt-David-L.html,,Lobbied for mining clients such as the Rosemont Copper Company. ,,Warren Report Card
959,David L. Bernhardt,Interior,Deputy Secretary of the Interior,,,,7/25/17,,"Noble Energy, Inc.",compensation_source,Legal Services,https://www.documentcloud.org/documents/3766823-Bernhardt-David-L.html,,Lobbied for mining clients such as the Rosemont Copper Company. ,,Warren Report Card
974,Jeffrey Wood,Justice,Principal Deputy Assistant Attorney General ENRD,Principal Deputy Assistant Attorney General,,"$179,700 ",1/20/17,,Balch & Bingham LLP,compensation_source,,https://www.documentcloud.org/documents/4388411-Jeffrey-Wood-Financial-Disclosure.html,,Lobbied for electric utility companies Alabama Power Company and Southern Company. ,,Warren Report Card
975,Jeffrey Wood,Justice,Principal Deputy Assistant Attorney General ENRD,Principal Deputy Assistant Attorney General,,"$179,700 ",1/20/17,,Southern Company,compensation_source,law firm client,https://www.documentcloud.org/documents/4388411-Jeffrey-Wood-Financial-Disclosure.html,,Lobbied for electric utility companies Alabama Power Company and Southern Company. ,,Warren Report Card
976,Jeffrey Wood,Justice,Principal Deputy Assistant Attorney General ENRD,Principal Deputy Assistant Attorney General,,"$179,700 ",1/20/17,,Alabama Power Company,compensation_source,law firm client,https://www.documentcloud.org/documents/4388411-Jeffrey-Wood-Financial-Disclosure.html,,Lobbied for electric utility companies Alabama Power Company and Southern Company. ,,Warren Report Card
